time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
21.243763,0.0043,0.0033,-0.0041,0.007
21.262999,0.0079,0.0008,0.0019,0.008
21.281201,0.0126,0.0065,0.0043,0.015
21.301377,-0.0005,0.0032,-0.0028,0.004
21.320003,0.0057,0.0008,-0.0029,0.006
21.339915,0.0057,0.0032,0.0007,0.007
21.358088,-0.0061,0.0040,0.0020,0.008
21.378111,0.0021,0.0019,-0.0017,0.003
21.395566,0.0058,0.0002,0.0005,0.006
21.414669,0.0057,0.0014,0.0044,0.007
21.434331,0.0142,-0.0016,0.0029,0.015
21.454286,0.0058,0.0064,-0.0017,0.009
21.472371,-0.0001,0.0064,-0.0028,0.007
21.490609,0.0023,-0.0032,-0.0005,0.004
21.512204,0.0010,-0.0021,-0.0041,0.005
21.528911,0.0060,-0.0019,-0.0017,0.007
21.547840,0.0060,-0.0007,0.0008,0.006
21.567467,0.0015,-0.0067,0.0008,0.007
21.585684,0.0025,0.0031,-0.0074,0.008
